Bill Name,Committee Name,Congress
116-HCR11,Judiciary,116
117-HB7927,Foreign Affairs,117
116-HB1515,Transportation And Infrastructure,116
116-HB4011,Ways And Means,116
116-HB3512,Education and Labor,116
116-HR868,Foreign Affairs,116
116-HB8422,Appropriations,116
117-HB5204,Transportation And Infrastructure,117
117-HB3771,Energy And Commerce,117
117-HB1178,Homeland Security,117
117-HB4364,Natural Resources,117
116-HB4418,Judiciary,116
116-HR1106,Transportation And Infrastructure,116
117-HB8864,Judiciary,117
117-HB7066,Financial Services,117
117-HB4962,Ways And Means,117
116-HB4258,Judiciary,116
117-HB4918,Energy And Commerce,117
117-HB8435,Natural Resources,117
117-HB4778,Oversight and Reform,117
117-HB5329,Transportation And Infrastructure,117
117-HB5510,Energy And Commerce,117
117-HB9088,Natural Resources,117
117-HB3919,Energy And Commerce,117
116-HB354,Oversight and Reform,116
116-HB4388,Energy And Commerce,116
117-HB7524,Veterans' Affairs,117
117-HB6141,Natural Resources,117
117-HB527,Financial Services,117
117-HR1186,Armed Services,117
116-HB4911,Ways And Means,116
116-HB2203,Homeland Security,116
117-HB5077,Financial Services,117
116-HB1691,Ways And Means,116
116-HB8894,Energy And Commerce,116
117-HB9499,Energy And Commerce,117
117-HB1610,Energy And Commerce,117
117-HB7785,Education and Labor,117
117-HB2638,Financial Services,117
117-HB3693,Veterans' Affairs,117
117-HB3052,Ways And Means,117
117-HB8524,Energy And Commerce,117
116-HB8673,Energy And Commerce,116
117-HB595,Judiciary,117
117-HB4171,Ways And Means,117
116-HR595,Foreign Affairs,116
117-HB7192,Energy And Commerce,117
116-HB3172,Energy And Commerce,116
117-HB7203,Ways And Means,117
117-HB3543,Energy And Commerce,117
116-HB2597,Energy And Commerce,116
116-HB5962,Foreign Affairs,116
116-HB8877,Appropriations,116
116-HB7937,Foreign Affairs,116
116-HB8855,Oversight and Reform,116
116-HB8357,Education and Labor,116
116-HB3423,Ways And Means,116
117-HB1058,Energy And Commerce,117
116-HB1255,Oversight and Reform,116
116-HB463,Armed Services,116
116-HR346,Foreign Affairs,116
116-HB3688,Ways And Means,116
116-HR831,Energy And Commerce,116
116-HB7367,Natural Resources,116
116-HB2734,Energy And Commerce,116
117-HB5136,Judiciary,117
117-HB368,Judiciary,117
116-HB3827,Education and Labor,116
116-HB4815,Homeland Security,116
117-HB4289,Ways And Means,117
117-HB617,Veterans' Affairs,117
117-HB3278,Ways And Means,117
117-HB9124,Judiciary,117
117-HB3484,Oversight and Reform,117
116-HB5453,Energy And Commerce,116
117-HR98,Veterans' Affairs,117
116-HB5244,Financial Services,116
116-HR298,Education and Labor,116
116-HB8059,Energy And Commerce,116
116-HB5510,Administration,116
117-HR322,Natural Resources,117
116-HB1883,Natural Resources,116
116-HB870,Natural Resources,116
116-HB7989,Energy And Commerce,116
117-HJR43,Judiciary,117
116-HR216,Education and Labor,116
116-HB8645,Ways And Means,116
116-HB669,Foreign Affairs,116
116-HB3693,Financial Services,116
117-HB6921,Small Business,117
117-HB6197,Armed Services,117
116-HR1140,Education and Labor,116
117-HB1064,Energy And Commerce,117
116-HB8195,Veterans' Affairs,116
117-HB3242,Education and Labor,117
117-HR1182,Oversight and Reform,117
117-HB8981,Natural Resources,117
117-HB5069,Foreign Affairs,117
117-HB908,Energy And Commerce,117
117-HB9466,Ways And Means,117
117-HB8827,Administration,117
116-HR59,Ways And Means,116
117-HB4972,Energy And Commerce,117
117-HB6168,Energy And Commerce,117
116-HB2181,Natural Resources,116
116-HB3215,Energy And Commerce,116
116-HB8390,"Science, Space, And Technology",116
117-HB3001,Foreign Affairs,117
117-HB451,Ways And Means,117
116-HB5931,Financial Services,116
116-HB3424,Natural Resources,116
116-HR563,Administration,116
117-HB7755,Energy And Commerce,117
116-HR84,Appropriations,116
117-HB9376,"Science, Space, And Technology",117
116-HR1083,Judiciary,116
116-HB2433,Oversight and Reform,116
117-HB2287,Transportation And Infrastructure,117
117-HB3329,Transportation And Infrastructure,117
116-HB8271,Appropriations,116
116-HB3891,Education and Labor,116
117-HB6604,Veterans' Affairs,117
116-HB8958,Energy And Commerce,116
117-HR930,Rules,117
116-HB4502,Education and Labor,116
116-HB2446,Ways And Means,116
117-HB6028,Transportation And Infrastructure,117
117-HR619,Education and Labor,117
116-HB6168,Veterans' Affairs,116
116-HB6105,Energy And Commerce,116
116-HB56,Financial Services,116
117-HB3000,Education and Labor,117
116-HB2453,Transportation And Infrastructure,116
116-HB6147,Energy And Commerce,116
117-HB5227,Ways And Means,117
117-HB3755,Energy And Commerce,117
117-HB996,Judiciary,117
116-HB749,Veterans' Affairs,116
117-HB3864,Natural Resources,117
116-HB5963,Energy And Commerce,116
117-HB4324,Education and Labor,117
116-HB5007,Ways And Means,116
116-HB4387,Small Business,116
116-HR360,Small Business,116
116-HR1108,Energy And Commerce,116
116-HB1179,Natural Resources,116
117-HB8476,Financial Services,117
116-HB4504,Energy And Commerce,116
116-HB5470,"Science, Space, And Technology",116
116-HB1361,Energy And Commerce,116
116-HB6232,Energy And Commerce,116
116-HB9020,Veterans' Affairs,116
116-HB3263,Foreign Affairs,116
116-HB3872,Financial Services,116
116-HB6810,Education and Labor,116
117-HB6775,Judiciary,117
117-HR794,Armed Services,117
116-HB8166,Natural Resources,116
117-HB8393,Natural Resources,117
117-HB2526,Financial Services,117
117-HR1221,Foreign Affairs,117
116-HB3498,Judiciary,116
117-HB6679,Education and Labor,117
117-HB697,Ways And Means,117
116-HB9053,Transportation And Infrastructure,116
116-HB7360,Energy And Commerce,116
116-HB3563,Judiciary,116
116-HB4973,Energy And Commerce,116
116-HB8421,Transportation And Infrastructure,116
116-HB8348,Natural Resources,116
117-HB121,Judiciary,117
117-HB3907,Judiciary,117
117-HB5974,Financial Services,117
117-HB1308,Judiciary,117
117-HB7473,Judiciary,117
117-HB7643,Financial Services,117
117-HB6781,Education and Labor,117
116-HB2190,Education and Labor,116
117-HB1872,Energy And Commerce,117
117-HB6646,Judiciary,117
116-HB6324,Small Business,116
116-HB7785,Veterans' Affairs,116
117-HB1993,Energy And Commerce,117
116-HB8080,Energy And Commerce,116
116-HB707,Oversight and Reform,116
117-HB190,Energy And Commerce,117
117-HB2502,Armed Services,117
117-HR1301,Oversight and Reform,117
117-HB2704,Veterans' Affairs,117
116-HB3798,Veterans' Affairs,116
116-HB2313,Ways And Means,116
117-HB7451,Transportation And Infrastructure,117
117-HB8845,Judiciary,117
116-HB8180,Natural Resources,116
117-HB1997,Armed Services,117
117-HB8710,Homeland Security,117
117-HB4190,Ways And Means,117
116-HB5735,Judiciary,116
117-HB9196,Energy And Commerce,117
117-HB3220,Natural Resources,117
116-HB5129,Administration,116
116-HB404,Education and Labor,116
116-HB558,Natural Resources,116
116-HB768,Education and Labor,116
117-HB206,Judiciary,117
116-HB5675,Judiciary,116
116-HB4984,Financial Services,116
117-HB6178,Armed Services,117
116-HB3339,Ways And Means,116
117-HB8834,Energy And Commerce,117
117-HB1456,Foreign Affairs,117
117-HR1110,Oversight and Reform,117
116-HB141,Ways And Means,116
116-HB1384,Energy And Commerce,116
117-HB6540,Energy And Commerce,117
116-HB6315,Education and Labor,116
117-HB2761,Energy And Commerce,117
116-HB7838,Energy And Commerce,116
116-HR642,Ways And Means,116
116-HB4559,Oversight and Reform,116
116-HB2529,Foreign Affairs,116
117-HB5113,Armed Services,117
117-HR1416,Judiciary,117
116-HB6801,Education and Labor,116
117-HB1334,Administration,117
116-HB1534,Oversight and Reform,116
117-HB7019,Agriculture,117
116-HB4343,Education and Labor,116
117-HB7940,Judiciary,117
117-HB4011,Education and Labor,117
117-HB4140,Agriculture,117
116-HB4014,Energy And Commerce,116
117-HR777,Small Business,117
116-HB2498,Ways And Means,116
116-HB5974,Transportation And Infrastructure,116
117-HB7787,Energy And Commerce,117
116-HB6626,Foreign Affairs,116
117-HR408,Foreign Affairs,117
117-HB9563,Natural Resources,117
116-HB910,Foreign Affairs,116
116-HB1062,Homeland Security,116
116-HB216,Ways And Means,116
117-HB2725,Foreign Affairs,117
117-HB4375,Transportation And Infrastructure,117
116-HB8240,Natural Resources,116
117-HB2849,Small Business,117
116-HB8438,Foreign Affairs,116
116-HB4991,Veterans' Affairs,116
117-HB4416,Judiciary,117
117-HB4371,Energy And Commerce,117
116-HB2381,Ways And Means,116
116-HB1801,Armed Services,116
116-HB1947,Veterans' Affairs,116
117-HB8699,Energy And Commerce,117
116-HB4108,Education and Labor,116
117-HB7243,Veterans' Affairs,117
117-HB7747,"Science, Space, And Technology",117
116-HB6071,Transportation And Infrastructure,116
117-HB3940,Ways And Means,117
117-HB674,Financial Services,117
117-HB893,Judiciary,117
117-HB7396,Education and Labor,117
117-HB7528,Foreign Affairs,117
117-HB7880,Ways And Means,117
116-HB1173,Financial Services,116
116-HB7782,Energy And Commerce,116
117-HB2185,Energy And Commerce,117
117-HB2905,Judiciary,117
117-HB4228,Judiciary,117
117-HB2248,Education and Labor,117
116-HB506,Energy And Commerce,116
116-HB2873,Judiciary,116
116-HB7852,Judiciary,116
117-HB3506,Financial Services,117
117-HB7037,Education and Labor,117
117-HB4801,Energy And Commerce,117
117-HB4200,Judiciary,117
116-HB6982,Energy And Commerce,116
117-HB5394,Energy And Commerce,117
117-HB1816,Energy And Commerce,117
116-HB3549,Ways And Means,116
116-HB5634,Ways And Means,116
117-HB4086,Ways And Means,117
117-HB3042,Transportation And Infrastructure,117
116-HB2276,Transportation And Infrastructure,116
117-HB8110,Financial Services,117
116-HB3662,Education and Labor,116
116-HB153,Judiciary,116
117-HB5620,"Science, Space, And Technology",117
116-HB4138,Ways And Means,116
117-HB7830,Energy And Commerce,117
117-HJR84,Judiciary,117
117-HB3097,Transportation And Infrastructure,117
116-HB7676,Energy And Commerce,116
116-HB3490,Financial Services,116
117-HB6915,Transportation And Infrastructure,117
117-HR1039,Rules,117
116-HB304,Natural Resources,116
117-HCR36,Rules,117
117-HB2741,Financial Services,117
116-HB2493,Veterans' Affairs,116
117-HB5582,Education and Labor,117
116-HB8996,Transportation And Infrastructure,116
117-HB32,Energy And Commerce,117
117-HB1387,Judiciary,117
116-HB4617,Administration,116
117-HB799,Ways And Means,117
117-HB755,Oversight and Reform,117
117-HB4166,Financial Services,117
116-HB7561,Foreign Affairs,116
116-HB422,Energy And Commerce,116
117-HB3495,Ways And Means,117
116-HB1657,Energy And Commerce,116
117-HB8523,Energy And Commerce,117
117-HB2673,Energy And Commerce,117
117-HB4735,Energy And Commerce,117
116-HB6768,Financial Services,116
116-HB4640,Energy And Commerce,116
116-HB2879,Ways And Means,116
117-HB8401,Ways And Means,117
116-HB2235,Energy And Commerce,116
117-HB1543,Foreign Affairs,117
116-HB5948,Appropriations,116
116-HB7039,Oversight and Reform,116
117-HB9385,Ways And Means,117
117-HB7989,Energy And Commerce,117
116-HR366,Energy And Commerce,116
117-HCR77,Foreign Affairs,117
116-HB872,Natural Resources,116
117-HB3477,Armed Services,117
117-HB8909,Education and Labor,117
117-HB2553,Financial Services,117
116-HB2294,Education and Labor,116
116-HB5506,Agriculture,116
117-HB3277,Agriculture,117
117-HB8621,Transportation And Infrastructure,117
117-HB2828,Energy And Commerce,117
117-HB7928,Judiciary,117
117-HB8692,Ways And Means,117
117-HB4684,Transportation And Infrastructure,117
116-HB6544,Financial Services,116
117-HB5708,Energy And Commerce,117
117-HB4192,Natural Resources,117
116-HB3841,Foreign Affairs,116
117-HB7134,Oversight and Reform,117
116-HB4035,Rules,116
117-HB6997,Judiciary,117
116-HB5840,Administration,116
117-HB943,Energy And Commerce,117
117-HB8212,Education and Labor,117
116-HB3629,Financial Services,116
117-HCR16,Foreign Affairs,117
116-HB1864,Education and Labor,116
116-HB1161,Education and Labor,116
116-HB959,Judiciary,116
116-HB6398,Financial Services,116
117-HB5611,Energy And Commerce,117
116-HR1165,Foreign Affairs,116
116-HB2959,Judiciary,116
116-HB7083,Foreign Affairs,116
117-HJR92,Judiciary,117
116-HB7234,Foreign Affairs,116
116-HB8285,Administration,116
117-HB1611,Energy And Commerce,117
117-HB7011,Energy And Commerce,117
117-HJR96,Natural Resources,117
116-HB228,Transportation And Infrastructure,116
117-HB1117,Natural Resources,117
116-HB885,Judiciary,116
117-HB8413,Ways And Means,117
117-HB111,Oversight and Reform,117
116-HB4211,Agriculture,116
116-HB7830,Ways And Means,116
116-HB5600,Education and Labor,116
116-HB5762,Agriculture,116
117-HB3681,Natural Resources,117
116-HJR62,Foreign Affairs,116
117-HR27,Oversight and Reform,117
116-HB4683,Oversight and Reform,116
117-HB9388,Energy And Commerce,117
116-HB2720,Energy And Commerce,116
116-HR1105,Armed Services,116
116-HB4668,Education and Labor,116
117-HR236,Education and Labor,117
116-HB6009,Judiciary,116
117-HJR72,Energy And Commerce,117
116-HB7171,Ways And Means,116
117-HB7700,Ways And Means,117
116-HB7858,Financial Services,116
116-HR804,Judiciary,116
117-HB2057,Education and Labor,117
117-HR1035,Administration,117
117-HB8430,Armed Services,117
116-HB2449,Transportation And Infrastructure,116
116-HB1985,Ways And Means,116
116-HB2892,Armed Services,116
117-HB6660,Financial Services,117
116-HB1057,Judiciary,116
117-HR1155,Energy And Commerce,117
117-HB397,Homeland Security,117
117-HB6565,Education and Labor,117
117-HB1920,Judiciary,117
117-HB9576,Energy And Commerce,117
117-HB4960,Energy And Commerce,117
116-HB7452,Agriculture,116
116-HB1492,Natural Resources,116
116-HB2643,Energy And Commerce,116
117-HB5770,Natural Resources,117
117-HB3472,Ways And Means,117
116-HB8162,Education and Labor,116
117-HB8946,Energy And Commerce,117
117-HB5318,Ways And Means,117
116-HB1516,Ways And Means,116
116-HB7019,Energy And Commerce,116
117-HR788,Oversight and Reform,117
116-HB7338,Energy And Commerce,116
117-HB3336,Judiciary,117
116-HB1201,Energy And Commerce,116
116-HR659,Natural Resources,116
116-HB1826,Veterans' Affairs,116
116-HR1249,Energy And Commerce,116
116-HB3929,Energy And Commerce,116
116-HB8955,Oversight and Reform,116
116-HB3837,Judiciary,116
116-HB2983,Financial Services,116
116-HB4466,Agriculture,116
117-HR739,Natural Resources,117
117-HB700,Oversight and Reform,117
117-HB2687,Transportation And Infrastructure,117
117-HB5793,Financial Services,117
116-HB7468,Judiciary,116
116-HB1243,Energy And Commerce,116
117-HB1712,Ways And Means,117
116-HB4927,Ways And Means,116
117-HB5676,Judiciary,117
116-HB7318,Ways And Means,116
117-HB3778,Foreign Affairs,117
116-HB5442,Energy And Commerce,116
117-HR1113,Foreign Affairs,117
116-HB7891,Judiciary,116
116-HB2243,Ways And Means,116
116-HB5582,Energy And Commerce,116
117-HB3509,Energy And Commerce,117
117-HB2364,Energy And Commerce,117
117-HB9526,Financial Services,117
116-HB1424,Veterans' Affairs,116
117-HB1226,Small Business,117
116-HB8451,Financial Services,116
117-HB8509,Education and Labor,117
116-HR441,Foreign Affairs,116
117-HB8986,Ways And Means,117
117-HB7913,Ways And Means,117
117-HB5252,Education and Labor,117
116-HB1436,Ways And Means,116
116-HB2812,Judiciary,116
117-HB3044,Financial Services,117
117-HB263,Natural Resources,117
117-HB2861,Education and Labor,117
117-HB519,Natural Resources,117
116-HB661,Foreign Affairs,116
116-HB7844,Financial Services,116
116-HB1414,Financial Services,116
117-HB151,Foreign Affairs,117
116-HB4206,Education and Labor,116
117-HR461,Energy And Commerce,117
116-HB7472,Energy And Commerce,116
116-HB3042,Energy And Commerce,116
117-HB8634,Education and Labor,117
117-HB9371,Natural Resources,117
117-HB497,Foreign Affairs,117
116-HB5744,Natural Resources,116
117-HB7415,Judiciary,117
117-HB8416,Transportation And Infrastructure,117
117-HR1275,Energy And Commerce,117
116-HB8317,Education and Labor,116
117-HB6019,Natural Resources,117
117-HB2449,Small Business,117
116-HB7862,Ways And Means,116
116-HB8572,Energy And Commerce,116
116-HB4256,Judiciary,116
116-HB5766,Veterans' Affairs,116
116-HB6490,Ways And Means,116
116-HR1078,Natural Resources,116
117-HB7179,Judiciary,117
116-HB3940,Judiciary,116
116-HB8659,Energy And Commerce,116
116-HR353,Oversight and Reform,116
116-HR1081,Foreign Affairs,116
116-HB6292,Small Business,116
117-HB9581,Transportation And Infrastructure,117
117-HB9105,Energy And Commerce,117
116-HB302,Ways And Means,116
116-HB1898,Foreign Affairs,116
117-HB5901,Veterans' Affairs,117
116-HB7654,Energy And Commerce,116
117-HJR78,Judiciary,117
116-HB604,Oversight and Reform,116
116-HB1629,Education and Labor,116
116-HB4876,Education and Labor,116
117-HB7206,Transportation And Infrastructure,117
116-HB5953,Transportation And Infrastructure,116
116-HB7917,Ways And Means,116
116-HB3832,Ways And Means,116
117-HB811,Oversight and Reform,117
117-HB8196,Judiciary,117
116-HB2191,Veterans' Affairs,116
117-HB4893,Transportation And Infrastructure,117
117-HB650,Judiciary,117
117-HB7884,Natural Resources,117
116-HB4515,Appropriations,116
117-HJR90,Veterans' Affairs,117
117-HB204,"Science, Space, And Technology",117
116-HB7897,Transportation And Infrastructure,116
116-HB3990,Homeland Security,116
117-HB331,Ways And Means,117
117-HB8031,Administration,117
116-HR664,Education and Labor,116
117-HB5618,Judiciary,117
117-HB5631,Oversight and Reform,117
116-HR333,Judiciary,116
116-HB1154,Education and Labor,116
116-HB1954,Energy And Commerce,116
116-HR901,Oversight and Reform,116
116-HR1116,Rules,116
116-HB4690,Energy And Commerce,116
116-HB7078,Energy And Commerce,116
116-HJR29,Judiciary,116
116-HB8259,Foreign Affairs,116
117-HB8364,Education and Labor,117
116-HB4149,Energy And Commerce,116
116-HB8846,Foreign Affairs,116
117-HB9325,Judiciary,117
117-HR771,Oversight and Reform,117
